10.38.32.1	00:1b:17:00:0b:27	Palo Alto Networks
10.38.62.104	9c:ad:97:4c:9a:3f	(Unknown)
10.38.62.118	84:4b:f5:50:de:81	Hon Hai Precision Ind. Co.,Ltd.
10.38.62.150	90:b6:86:f9:14:c0	(Unknown)
10.38.62.150	90:b6:86:f9:14:c0	(Unknown) (DUP: 2)
10.38.62.127	54:9f:13:3e:59:b6	(Unknown)
10.38.62.27	00:cd:fe:25:56:45	(Unknown)
10.38.62.148	a8:5b:78:41:4b:34	(Unknown)
10.38.60.240	78:f8:82:db:6a:24	(Unknown)
10.38.62.161	90:b6:86:3b:46:46	(Unknown)
10.38.62.161	90:b6:86:3b:46:46	(Unknown) (DUP: 2)
10.38.61.168	f0:db:e2:6b:a1:48	(Unknown)
10.38.60.132	1c:91:48:6e:eb:61	(Unknown)
10.38.61.45	64:a5:c3:9d:b8:42	(Unknown)
10.38.61.121	04:4b:ed:62:c5:5e	(Unknown)
10.38.61.122	80:ed:2c:6a:f1:df	(Unknown)
10.38.62.168	24:da:9b:67:f5:60	(Unknown)
10.38.61.4	1c:3e:84:97:e1:8f	Hon Hai Precision Ind. Co.,Ltd.
10.38.62.43	08:fd:0e:f0:9f:51	(Unknown)
10.38.53.125	04:4b:ed:88:56:ef	(Unknown)
10.38.62.169	b4:8b:19:28:f9:46	(Unknown)
10.38.63.9	3c:15:c2:d6:ea:a8	(Unknown)
10.38.62.247	48:45:20:ee:d4:64	(Unknown)
10.38.62.250	c0:bd:d1:17:3e:2c	(Unknown)
10.38.62.250	c0:bd:d1:17:3e:2c	(Unknown) (DUP: 2)
10.38.63.13	a0:88:69:98:1e:a8	Intel Corporate
10.38.63.77	ac:d1:b8:e9:f4:8b	(Unknown)
10.38.63.64	80:ed:2c:5d:86:e9	(Unknown)
10.38.63.84	98:01:a7:b5:27:27	(Unknown)
10.38.62.43	08:fd:0e:f0:9f:51	(Unknown) (DUP: 2)
10.38.62.204	68:c4:4d:a4:c5:ef	(Unknown)
10.38.62.255	90:b6:86:b5:25:60	(Unknown)
10.38.62.89	a0:d7:95:08:17:b4	(Unknown)
10.38.63.155	00:24:d7:d5:5b:d8	Intel Corporate
10.38.63.137	64:bc:0c:66:dd:2c	(Unknown)
10.38.58.6	78:fd:94:d3:4c:05	(Unknown)
10.38.63.0	48:d7:05:da:9e:27	(Unknown)
10.38.62.22	bc:4c:c4:a9:02:38	(Unknown)
10.38.63.167	20:ab:37:46:e8:b5	(Unknown)
10.38.61.220	dc:9b:9c:5f:75:7e	(Unknown)
10.38.62.168	24:da:9b:67:f5:60	(Unknown) (DUP: 2)
10.38.63.5	64:a5:c3:a3:9e:76	(Unknown)
10.38.63.214	1c:5c:f2:1d:18:8a	(Unknown)
10.38.62.201	f4:09:d8:b8:30:47	(Unknown)
10.38.62.157	ac:5f:3e:97:4e:0f	(Unknown)
10.38.63.216	78:6c:1c:97:cb:6d	Apple
10.38.60.160	dc:41:5f:0d:d9:6f	(Unknown)
10.38.62.157	ac:5f:3e:97:4e:0f	(Unknown) (DUP: 2)
10.38.63.98	44:00:10:d6:9c:51	(Unknown)
10.38.63.95	20:ab:37:37:e8:7b	(Unknown)
10.38.62.110	f8:27:93:03:f5:f7	(Unknown)
10.38.63.203	84:a1:34:69:29:5c	(Unknown)
10.38.63.202	98:01:a7:d5:e3:65	(Unknown)
10.38.63.106	90:b6:86:b8:e9:9a	(Unknown)
10.38.63.106	90:b6:86:b8:e9:9a	(Unknown) (DUP: 2)
10.38.56.135	b4:8b:19:78:e2:f5	(Unknown)
10.38.63.126	0c:d7:46:31:d1:3a	(Unknown)
10.38.63.164	84:a1:34:36:11:9f	(Unknown)
10.38.63.6	d0:b3:3f:bf:08:d0	SHENZHEN TINNO MOBILE TECHNOLOGY CO.,LTD.
10.38.63.145	90:b6:86:df:52:42	(Unknown)
10.38.32.148	9c:f4:8e:86:eb:ac	(Unknown)
10.38.63.207	6c:72:e7:2d:09:54	(Unknown)
10.38.63.45	ec:1f:72:1a:3f:bb	(Unknown)
10.38.32.164	90:b6:86:d0:f2:ab	(Unknown)
10.38.32.164	90:b6:86:d0:f2:ab	(Unknown) (DUP: 2)
10.38.33.50	54:ea:a8:a9:8b:6f	(Unknown)
10.38.33.10	b8:ee:65:c8:ad:eb	(Unknown)
10.38.33.79	98:01:a7:96:a8:d7	(Unknown)
10.38.63.45	ec:1f:72:1a:3f:bb	(Unknown) (DUP: 2)
10.38.32.224	a0:99:9b:17:bb:c5	(Unknown)
10.38.33.165	cc:25:ef:53:f5:4f	(Unknown)
10.38.33.206	78:4b:87:cd:7d:fb	(Unknown)
10.38.33.206	78:4b:87:cd:7d:fb	(Unknown) (DUP: 2)
10.38.39.229	ac:b5:7d:12:7f:c8	(Unknown) (DUP: 2)
10.38.33.209	68:db:ca:67:4e:b5	(Unknown)
10.38.49.71	b8:81:98:74:6c:38	(Unknown) (DUP: 2)
10.38.35.60	98:01:a7:8f:99:2b	(Unknown)
10.38.35.27	c4:b3:01:b7:87:19	(Unknown)
10.38.35.146	f4:5c:89:af:78:1f	(Unknown)
10.38.37.66	a8:66:7f:15:35:d0	(Unknown)
10.38.36.233	ac:bc:32:ca:9a:83	(Unknown)
10.38.38.141	f4:5c:89:8c:ef:e9	(Unknown)
10.38.38.26	ac:bc:32:79:59:35	(Unknown)
10.38.63.112	f0:db:e2:b7:3c:17	(Unknown)
10.38.39.0	64:bc:0c:94:4b:7e	(Unknown)
10.38.38.44	c0:ce:cd:44:42:34	(Unknown)
10.38.39.243	48:e9:f1:ba:97:9e	(Unknown)
10.38.38.153	a4:5e:60:db:32:e3	(Unknown)
10.38.40.147	98:01:a7:93:d1:cb	(Unknown)
10.38.39.160	a0:99:9b:17:f3:51	(Unknown)
10.38.40.35	2c:f0:a2:1a:58:34	(Unknown)
10.38.42.154	24:77:03:24:49:94	Intel Corporate
10.38.40.100	7c:01:91:73:32:b6	(Unknown)
10.38.41.180	0c:d7:46:a8:a1:b5	(Unknown)
10.38.42.69	cc:25:ef:30:06:61	(Unknown)
10.38.39.178	ac:bc:32:a7:0f:89	(Unknown)
10.38.47.121	ac:fd:ce:90:9d:95	(Unknown) (DUP: 2)
10.38.42.63	f4:5c:89:ca:c5:91	(Unknown)
10.38.40.146	20:ab:37:2c:59:b0	(Unknown)
10.38.42.12	a4:5e:60:cc:d4:5b	(Unknown)
10.38.41.229	f4:5c:89:b9:c4:37	(Unknown)
10.38.42.213	08:74:02:27:be:94	(Unknown)
10.38.40.254	98:01:a7:b4:cc:b9	(Unknown)
10.38.42.238	a0:99:9b:0c:cc:55	(Unknown)
10.38.42.60	98:01:a7:ac:72:99	(Unknown)
10.38.43.30	1c:91:48:1c:fc:32	(Unknown)
10.38.43.64	b8:53:ac:2b:66:25	(Unknown)
10.38.40.170	64:5a:04:6e:fc:fd	Chicony Electronics Co., Ltd. (DUP: 2)
10.38.43.133	ac:e0:10:9e:c6:1d	(Unknown)
10.38.43.175	b8:44:d9:42:c5:7f	(Unknown)
10.38.43.42	70:81:eb:f0:0e:15	(Unknown)
10.38.44.121	ac:bc:32:7c:86:ab	(Unknown)
10.38.44.200	98:01:a7:91:05:e7	(Unknown)
10.38.43.22	cc:20:e8:db:ff:6b	(Unknown)
10.38.44.183	2c:be:08:c6:d1:7c	(Unknown)
10.38.43.14	e4:9a:79:d0:8e:01	(Unknown)
10.38.44.112	38:71:de:03:45:da	(Unknown)
10.38.45.30	ac:bc:32:b8:5c:9f	(Unknown)
10.38.45.68	98:01:a7:98:ae:83	(Unknown)
10.38.46.142	3c:15:c2:0b:e9:92	(Unknown)
10.38.44.172	c8:1e:e7:e7:31:9c	(Unknown)
10.38.46.137	a4:5e:60:ef:25:d3	(Unknown)
10.38.49.71	b8:81:98:74:6c:38	(Unknown) (DUP: 3)
10.38.39.229	ac:b5:7d:12:7f:c8	(Unknown) (DUP: 3)
10.38.47.44	00:56:cd:44:82:36	(Unknown)
10.38.46.198	28:f0:76:41:de:26	(Unknown)
10.38.43.85	7c:01:91:37:53:c5	(Unknown)
10.38.46.202	bc:54:36:14:5d:40	(Unknown)
10.38.47.152	a0:99:9b:0d:03:51	(Unknown)
10.38.48.0	90:b6:86:37:ae:06	(Unknown)
10.38.48.0	90:b6:86:37:ae:06	(Unknown) (DUP: 2)
10.38.42.129	ac:bc:32:9c:72:d1	(Unknown)
10.38.48.75	a0:99:9b:11:37:bd	(Unknown)
10.38.48.82	ac:bc:32:93:51:87	(Unknown)
10.38.43.28	18:f6:43:bc:35:0f	(Unknown)
10.38.48.239	54:4e:90:0c:85:58	(Unknown)
10.38.48.202	78:31:c1:c8:e9:9e	(Unknown)
10.38.48.244	b8:09:8a:e4:cf:7d	(Unknown)
10.38.48.184	90:b0:ed:80:83:4f	(Unknown)
10.38.49.46	ac:bc:32:bf:e5:83	(Unknown)
10.38.49.37	ac:bc:32:d4:a2:15	(Unknown)
10.38.48.146	48:d7:05:7a:1c:89	(Unknown)
10.38.49.172	f0:99:bf:41:e2:90	(Unknown)
10.38.49.251	98:01:a7:8d:47:15	(Unknown)
10.38.49.127	ac:bc:32:7b:01:d9	(Unknown)
10.38.43.40	bc:6c:21:cf:ed:2c	(Unknown)
10.38.51.0	1c:5c:f2:67:2d:61	(Unknown)
10.38.51.10	48:d7:05:78:84:71	(Unknown)
10.38.48.149	f4:5c:89:92:71:95	(Unknown)
10.38.48.95	ec:9b:f3:38:08:25	(Unknown)
10.38.48.95	ec:9b:f3:38:08:25	(Unknown) (DUP: 2)
10.38.48.95	ec:9b:f3:38:08:25	(Unknown) (DUP: 3)
10.38.48.95	ec:9b:f3:38:08:25	(Unknown) (DUP: 4)
10.38.48.95	ec:9b:f3:38:08:25	(Unknown) (DUP: 5)
10.38.43.114	1c:3e:84:94:cf:2a	Hon Hai Precision Ind. Co.,Ltd. (DUP: 2)
10.38.54.95	f4:37:b7:d2:9e:19	(Unknown)
10.38.47.121	ac:fd:ce:90:9d:95	(Unknown) (DUP: 3)
10.38.55.28	c4:b3:01:b8:be:81	(Unknown)
10.38.40.170	64:5a:04:6e:fc:fd	Chicony Electronics Co., Ltd. (DUP: 3)
10.38.57.104	00:eb:2d:60:fc:a3	Sony Mobile Communications AB
10.38.57.104	00:eb:2d:60:fc:a3	Sony Mobile Communications AB (DUP: 2)
10.38.58.230	a4:5e:60:e9:eb:ad	(Unknown)
10.38.61.60	ac:bc:32:87:25:87	(Unknown)
10.38.61.217	a0:99:9b:17:db:35	(Unknown)
10.38.62.94	a4:5e:60:e9:a7:73	(Unknown)
10.38.43.114	1c:3e:84:94:cf:2a	Hon Hai Precision Ind. Co.,Ltd. (DUP: 3)
10.38.63.188	64:76:ba:b1:3e:92	(Unknown)
10.38.33.15	24:e3:14:db:04:af	(Unknown)
10.38.33.143	c0:ee:fb:3b:67:5e	(Unknown)
10.38.56.175	a0:d3:7a:82:39:0d	(Unknown) (DUP: 2)
10.38.41.129	b8:81:98:82:98:08	(Unknown) (DUP: 2)
10.38.56.175	a0:d3:7a:82:39:0d	(Unknown) (DUP: 3)
10.38.38.35	88:07:4b:b0:00:7b	(Unknown)
10.38.38.35	88:07:4b:b0:00:7b	(Unknown) (DUP: 2)
10.38.38.27	00:cd:fe:d3:9f:18	(Unknown)
10.38.39.206	b8:53:ac:3d:4f:34	(Unknown)
10.38.40.125	34:02:86:08:ec:ab	(Unknown)
10.38.40.241	60:a3:7d:c2:0f:c4	(Unknown)
10.38.41.209	10:2a:b3:15:4d:3e	(Unknown)
10.38.43.203	f4:f1:e1:aa:55:78	(Unknown)
10.38.39.229	ac:b5:7d:12:7f:c8	(Unknown) (DUP: 4)
10.38.51.7	dc:53:60:98:8d:7f	(Unknown) (DUP: 2)
10.38.44.236	70:3e:ac:a1:0a:22	(Unknown)
10.38.46.11	54:4e:90:7c:57:8a	(Unknown)
10.38.49.71	b8:81:98:74:6c:38	(Unknown) (DUP: 4)
10.38.46.216	78:fd:94:a0:c8:10	(Unknown)
10.38.47.76	a8:66:7f:b4:e9:c1	(Unknown)
10.38.47.90	f4:5c:89:c3:0c:29	(Unknown)
10.38.47.166	54:e4:3a:2e:34:a7	(Unknown)
10.38.48.19	48:43:7c:cc:90:06	(Unknown)
10.38.48.90	10:41:7f:27:29:ab	(Unknown)
10.38.47.146	04:f7:e4:03:d9:e0	Apple
10.38.41.19	78:7e:61:7d:90:d5	(Unknown)
10.38.48.88	c8:ff:28:b5:1c:e5	(Unknown) (DUP: 2)
10.38.47.182	2c:0e:3d:34:8b:17	(Unknown)
10.38.47.182	2c:0e:3d:34:8b:17	(Unknown) (DUP: 2)
10.38.47.68	80:a5:89:69:57:ab	(Unknown) (DUP: 2)
10.38.47.139	d8:5d:e2:4d:c4:c1	(Unknown) (DUP: 2)
10.38.41.129	b8:81:98:82:98:08	(Unknown) (DUP: 3)
10.38.50.170	78:31:c1:b9:da:ee	(Unknown)
10.38.50.214	94:a1:a2:74:f0:1a	(Unknown)
10.38.51.155	b8:53:ac:68:ba:80	(Unknown)
10.38.40.170	64:5a:04:6e:fc:fd	Chicony Electronics Co., Ltd. (DUP: 4)
10.38.47.121	ac:fd:ce:90:9d:95	(Unknown) (DUP: 4)
10.38.54.219	80:01:84:75:3c:79	(Unknown)
10.38.54.219	80:01:84:75:3c:79	(Unknown) (DUP: 2)
10.38.44.199	2c:6e:85:db:2a:27	(Unknown) (DUP: 2)
10.38.55.162	ac:bc:32:ab:2b:21	(Unknown)
10.38.51.7	dc:53:60:98:8d:7f	(Unknown) (DUP: 3)
10.38.47.68	80:a5:89:69:57:ab	(Unknown) (DUP: 3)
10.38.47.139	d8:5d:e2:4d:c4:c1	(Unknown) (DUP: 3)
10.38.48.88	c8:ff:28:b5:1c:e5	(Unknown) (DUP: 3)
10.38.38.114	e4:f8:9c:ec:ed:fc	(Unknown) (DUP: 2)
10.38.61.194	78:0c:b8:a2:d6:81	(Unknown)
10.38.43.114	1c:3e:84:94:cf:2a	Hon Hai Precision Ind. Co.,Ltd. (DUP: 4)
10.38.44.199	2c:6e:85:db:2a:27	(Unknown) (DUP: 3)
10.38.47.120	e4:a7:a0:33:29:08	(Unknown) (DUP: 2)
10.38.35.59	18:4f:32:d2:a5:ab	(Unknown) (DUP: 2)
10.38.34.207	8c:8e:f2:b7:f6:08	(Unknown)
10.38.32.1	00:1b:17:00:0b:27	Palo Alto Networks (DUP: 2)
10.38.38.126	f4:0f:24:d4:84:ac	(Unknown)
10.38.38.100	b0:65:bd:7a:14:41	Apple Inc
10.38.38.114	e4:f8:9c:ec:ed:fc	(Unknown) (DUP: 3)
10.38.39.102	58:2a:f7:4e:5b:c9	(Unknown)
10.38.40.67	c0:1a:da:d5:15:9b	(Unknown)
10.38.41.124	48:3b:38:1c:e9:e1	(Unknown)
10.38.61.7	a0:d3:7a:50:51:45	(Unknown) (DUP: 2)
10.38.42.29	48:d7:05:9b:72:72	(Unknown)
10.38.43.80	bc:6c:21:ae:8c:09	(Unknown)
10.38.56.175	a0:d3:7a:82:39:0d	(Unknown) (DUP: 4)
10.38.47.120	e4:a7:a0:33:29:08	(Unknown) (DUP: 3)
10.38.41.129	b8:81:98:82:98:08	(Unknown) (DUP: 4)
10.38.46.154	40:b3:95:11:ed:37	Apple
10.38.35.59	18:4f:32:d2:a5:ab	(Unknown) (DUP: 3)
10.38.49.2	10:41:7f:88:48:b7	(Unknown)
10.38.49.238	70:3e:ac:4b:03:31	(Unknown)
10.38.42.82	dc:53:60:3f:7c:cb	(Unknown) (DUP: 3)
10.38.51.7	dc:53:60:98:8d:7f	(Unknown) (DUP: 4)
10.38.61.7	a0:d3:7a:50:51:45	(Unknown) (DUP: 3)
10.38.41.178	68:14:01:bd:90:29	(Unknown) (DUP: 2)
10.38.48.88	c8:ff:28:b5:1c:e5	(Unknown) (DUP: 4)
10.38.47.68	80:a5:89:69:57:ab	(Unknown) (DUP: 4)
10.38.51.71	e4:f8:9c:07:8f:4b	(Unknown) (DUP: 2)
10.38.58.173	80:19:34:d4:e8:10	(Unknown) (DUP: 2)
10.38.44.199	2c:6e:85:db:2a:27	(Unknown) (DUP: 4)
10.38.41.178	68:14:01:bd:90:29	(Unknown) (DUP: 3)
10.38.41.129	b8:81:98:82:98:08	(Unknown) (DUP: 5)
10.38.38.114	e4:f8:9c:ec:ed:fc	(Unknown) (DUP: 4)
10.38.49.71	b8:81:98:74:6c:38	(Unknown) (DUP: 5)
10.38.39.229	ac:b5:7d:12:7f:c8	(Unknown) (DUP: 5)
10.38.50.143	f4:06:69:8e:3b:8b	(Unknown) (DUP: 2)
10.38.59.210	ac:2b:6e:dc:42:ea	(Unknown) (DUP: 2)
10.38.51.71	e4:f8:9c:07:8f:4b	(Unknown) (DUP: 3)
10.38.58.173	80:19:34:d4:e8:10	(Unknown) (DUP: 3)
10.38.47.120	e4:a7:a0:33:29:08	(Unknown) (DUP: 4)
10.38.35.59	18:4f:32:d2:a5:ab	(Unknown) (DUP: 4)
10.38.47.139	d8:5d:e2:4d:c4:c1	(Unknown) (DUP: 4)
